,time,open,high,low,close,volume,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal
76,2021-10-07,337.0,338.84,328.98,329.22,28307456,33.0389,313.9124,347.2766,380.6409,-9.5332,-2.4869,-7.0463
77,2021-10-06,329.74,334.38,325.8,333.64,26443010,35.3304,315.6558,349.1773,382.6988,-9.1198,-2.6952,-6.4246
78,2021-10-05,328.58,335.18,326.1638,332.96,35377947,34.6832,317.2347,350.8128,384.3909,-8.9095,-3.1587,-5.7508
79,2021-10-04,335.53,335.94,322.7,326.23,42884975,28.0676,319.1572,352.6921,386.2269,-8.4423,-3.4812,-4.9611
80,2021-10-01,341.61,345.02,338.64,343.01,14905311,36.6656,324.7301,355.4775,386.225,-7.0379,-2.9471,-4.0908
81,2021-09-30,340.445,342.8,338.15,339.39,16547094,32.5249,326.7026,356.7899,386.8772,-6.8515,-3.4975,-3.354
82,2021-09-29,343.15,345.23,338.88,339.61,14452241,32.6454,329.5171,358.6215,387.7259,-6.1454,-3.6657,-2.4797
83,2021-09-28,347.97,349.6,338.92,340.65,21710286,33.1848,333.4095,360.6227,387.8359,-5.1771,-3.6139,-1.5632
84,2021-09-27,349.805,355.15,347.08,353.58,15205843,41.0075,337.8243,362.7251,387.6259,-3.9718,-3.3121,-0.6598
85,2021-09-24,343.2387,354.35,342.37,352.96,18801933,40.3817,339.8111,363.6877,387.5643,-3.6922,-3.8604,0.1682
86,2021-09-23,345.355,349.67,343.0,345.96,21806264,32.9223,342.0924,364.817,387.5415,-3.2184,-4.3518,1.1334
87,2021-09-22,347.23,349.84,340.6901,343.21,43692859,29.7142,347.0547,366.8019,386.5491,-1.8542,-4.0755,2.2213
88,2021-09-21,358.5,360.04,355.19,357.48,11751917,38.6123,354.1477,369.2853,384.4228,0.194,-3.0462,3.2402
89,2021-09-20,359.3,361.03,349.8,355.7,19822772,36.4066,356.4077,370.5279,384.6481,1.3524,-2.6493,4.0018
90,2021-09-17,371.405,371.41,361.59,364.72,26298966,43.8145,358.815,372.0887,385.3625,2.9926,-1.6715,4.6641
91,2021-09-16,372.79,373.56,369.71,373.06,11934217,53.0891,357.794,372.8644,387.9349,4.1242,-0.9578,5.0819
92,2021-09-15,377.0,377.555,367.67,373.92,17940297,54.1874,355.9557,372.8438,389.7319,4.6593,-0.6621,5.3214
93,2021-09-14,377.4,378.59,375.11,376.53,8711569,57.5422,354.8649,372.7305,390.5961,5.187,-0.2999,5.4869
94,2021-09-13,381.68,381.75,374.3451,376.51,13026275,57.5235,354.5216,372.3306,390.1396,5.5193,-0.0425,5.5619
95,2021-09-10,381.361,383.79,378.26,378.69,11549595,60.2092,353.9904,371.8907,389.7909,5.8653,0.2927,5.5725
96,2021-09-09,377.64,379.83,376.565,378.0,9098941,59.6556,353.4454,371.1749,388.9045,5.9995,0.5002,5.4993
97,2021-09-08,380.16,380.87,374.79,377.57,11067166,59.3281,352.7493,370.4565,388.1637,6.1539,0.7796,5.3743
98,2021-09-07,375.88,382.96,373.15,382.18,10798920,64.5433,352.2515,369.7077,387.1639,6.3051,1.1257,5.1794
99,2021-09-03,374.75,377.16,373.11,376.26,7511356,60.3915,352.1122,368.3948,384.6774,5.9371,1.0391,4.898
100,2021-09-02,381.5,381.75,374.06,375.28,14838274,59.6655,351.864,367.5669,383.2699,5.9838,1.3456,4.6382
101,2021-09-01,379.59,384.33,378.81,382.05,11567163,67.6156,351.611,366.755,381.899,6.0561,1.7543,4.3018
102,2021-08-31,379.95,382.759,378.8,379.38,12345350,65.9543,351.8724,365.145,378.4177,5.371,1.5078,3.8632
103,2021-08-30,372.56,381.49,370.52,380.66,13547261,67.4957,351.1851,363.6466,376.1081,4.6903,1.2041,3.4862
104,2021-08-27,365.1,373.74,364.08,372.63,11219142,62.3732,351.5483,361.8557,372.1632,3.623,0.4377,3.1852
105,2021-08-26,368.375,369.44,364.13,364.38,7888683,55.7152,351.6106,360.7216,369.8326,3.0255,-0.0503,3.0758
106,2021-08-25,365.6,370.86,365.4,368.39,9684519,60.5511,351.3597,360.3365,369.3133,3.059,-0.0294,3.0884
107,2021-08-24,363.66,367.9559,361.84,365.51,9235148,58.1273,349.4314,359.4888,369.5462,2.6489,-0.4469,3.0957
108,2021-08-23,359.44,365.69,359.1,363.35,10942007,56.2555,348.5196,358.855,369.1903,2.3801,-0.8273,3.2074
109,2021-08-20,354.6,359.9898,353.31,359.37,8697667,52.6327,346.8593,358.3818,369.9043,2.2224,-1.1918,3.4143
110,2021-08-19,351.345,357.57,351.0,355.12,12004535,48.3948,346.1718,358.2778,370.3837,2.3941,-1.3181,3.7122
111,2021-08-18,356.25,359.86,355.15,355.45,10042381,48.709,345.9781,358.6102,371.2422,3.0111,-1.0307,4.0417
112,2021-08-17,362.98,364.67,355.07,358.45,12328737,51.5334,344.8918,358.9428,372.9938,3.7212,-0.5782,4.2994
113,2021-08-16,362.52,366.95,357.38,366.56,11232269,60.3123,342.6459,358.9947,375.3434,4.2679,-0.176,4.444
114,2021-08-13,362.97,364.6607,361.48,363.18,7184414,57.5112,339.3146,358.1983,377.082,4.078,-0.41,4.488
115,2021-08-12,358.45,363.0,357.11,362.65,7175206,57.07,337.4752,357.674,377.8727,4.1204,-0.4701,4.5905
116,2021-08-11,362.1,362.36,357.81,359.96,8400332,54.861,336.3402,357.1502,377.9601,4.1685,-0.5395,4.708
117,2021-08-10,361.825,364.1,359.0435,361.13,7469878,56.0253,335.7571,356.8544,377.9517,4.4432,-0.3997,4.8429
118,2021-08-09,363.7623,365.775,360.75,361.61,7798872,56.482,335.385,356.4043,377.4237,4.61,-0.3328,4.9428
119,2021-08-06,361.4,365.15,361.395,363.51,8925017,58.2263,335.0081,355.8564,376.7046,4.707,-0.319,5.026
120,2021-08-05,359.64,363.9,356.9,362.97,10247207,57.883,334.4855,355.0507,375.616,4.5689,-0.5368,5.1057
121,2021-08-04,352.42,360.48,351.51,358.92,14180572,55.3264,333.7098,354.2171,374.7244,4.3812,-0.8588,5.2399
